id_order,customer_id,id_sale,order_date,id_subcategory,id_category,id_city,id_location
OD1800,14,1800,2015-12-12,13,1,2,90
OD1801,18,1801,2018-11-06,16,3,18,78
OD1802,45,1802,2018-11-19,15,2,9,10
OD1803,25,1803,2018-08-07,2,2,20,91
OD1804,23,1804,2016-05-26,23,5,5,23
OD1805,5,1805,2017-09-08,8,5,21,50
OD1806,5,1806,2018-02-13,6,4,7,8
OD1807,50,1807,2015-08-11,9,6,19,58
OD1808,33,1808,2018-11-21,7,5,6,7
OD1809,29,1809,2016-11-21,2,2,17,49
OD1810,38,1810,2018-07-29,13,1,2,90
OD1811,24,1811,2018-12-01,23,5,13,14
OD1812,50,1812,2018-02-26,2,2,15,19
OD1813,23,1813,2017-12-15,7,5,15,19
OD1814,26,1814,2016-06-19,17,4,13,14
OD1815,29,1815,2015-09-29,21,1,6,7
OD1816,19,1816,2017-10-21,18,6,24,61
OD1817,36,1817,2018-02-02,14,7,3,3
OD1818,9,1818,2016-08-28,4,4,19,58
OD1819,33,1819,2015-01-20,14,7,8,9
OD1820,27,1820,2017-12-22,5,3,9,10
OD1821,1,1821,2015-12-26,15,2,2,90
OD1822,11,1822,2015-11-04,2,2,12,87
OD1823,9,1823,2015-11-10,17,4,14,18
OD1824,45,1824,2018-10-02,6,4,17,49
OD1825,3,1825,2017-11-11,20,7,14,18
OD1826,47,1826,2017-12-01,10,7,15,19
OD1827,50,1827,2018-12-29,3,3,17,49
OD1828,9,1828,2018-07-08,2,2,9,10
OD1829,16,1829,2015-09-17,7,5,24,61
OD1830,50,1830,2018-05-15,3,3,4,6
OD1831,17,1831,2018-07-03,16,3,4,6
OD1832,3,1832,2016-12-14,12,7,7,8
OD1833,6,1833,2017-08-15,22,3,9,10
OD1834,41,1834,2018-04-02,18,6,15,19
OD1835,50,1835,2018-09-28,13,1,24,61
OD1836,41,1836,2018-11-27,10,7,10,11
OD1837,32,1837,2018-11-16,5,3,8,9
OD1838,20,1838,2018-11-16,8,5,20,91
OD1839,46,1839,2015-09-11,22,3,16,51
OD1840,25,1840,2018-11-16,22,3,12,87
OD1841,32,1841,2016-11-17,7,5,5,23
OD1842,21,1842,2017-06-26,4,4,22,75
OD1843,21,1843,2016-11-20,6,4,23,73
OD1844,25,1844,2017-05-23,20,7,24,61
OD1845,48,1845,2015-08-12,8,5,20,91
OD1846,21,1846,2015-12-01,3,3,8,9
OD1847,40,1847,2016-12-12,1,1,14,18
OD1848,34,1848,2018-07-14,21,1,1,20
OD1849,17,1849,2018-07-14,1,1,9,10
OD1850,39,1850,2018-11-03,15,2,3,3
OD1851,17,1851,2016-11-08,20,7,14,18
OD1852,1,1852,2015-06-17,20,7,15,19
OD1853,37,1853,2016-10-18,13,1,18,78
OD1854,40,1854,2017-05-06,2,2,22,75
OD1855,3,1855,2018-09-07,11,6,2,90
OD1856,15,1856,2016-01-13,1,1,14,18
OD1857,34,1857,2017-08-30,18,6,7,8
OD1858,29,1858,2015-04-20,17,4,18,78
OD1859,10,1859,2017-12-18,10,7,22,75
OD1860,50,1860,2016-11-17,7,5,13,14
OD1861,13,1861,2018-06-19,12,7,1,20
OD1862,6,1862,2017-07-14,6,4,24,61
OD1863,25,1863,2017-04-08,8,5,13,14
OD1864,31,1864,2015-11-10,3,3,3,3
OD1865,24,1865,2016-06-25,13,1,17,49
OD1866,18,1866,2016-10-08,7,5,14,18
OD1867,46,1867,2018-09-15,9,6,8,9
OD1868,22,1868,2017-07-07,15,2,20,91
OD1869,34,1869,2016-09-14,4,4,9,10
OD1870,41,1870,2017-12-25,14,7,4,6
OD1871,1,1871,2016-12-04,21,1,4,6
OD1872,23,1872,2017-11-26,8,5,6,7
OD1873,30,1873,2017-12-12,2,2,3,3
OD1874,2,1874,2016-11-02,18,6,22,75
OD1875,17,1875,2016-05-31,20,7,2,90
OD1876,26,1876,2017-01-23,22,3,5,23
OD1877,22,1877,2016-10-20,7,5,16,51
OD1878,23,1878,2016-01-30,1,1,4,6
OD1879,31,1879,2016-08-15,2,2,14,18
OD1880,28,1880,2016-03-06,18,6,19,58
OD1881,18,1881,2017-12-24,15,2,16,51
OD1882,8,1882,2018-04-27,20,7,21,50
OD1883,26,1883,2017-12-22,5,3,13,14
OD1884,47,1884,2018-11-09,10,7,5,23
OD1885,44,1885,2018-12-13,2,2,11,12
OD1886,36,1886,2016-01-13,13,1,18,78
OD1887,21,1887,2017-09-02,3,3,5,23
OD1888,16,1888,2015-07-26,2,2,11,12
OD1889,18,1889,2018-07-03,9,6,6,7
OD1890,41,1890,2018-01-01,15,2,11,12
OD1891,39,1891,2018-04-16,15,2,18,78
OD1892,39,1892,2016-10-03,19,4,21,50
OD1893,11,1893,2016-08-28,21,1,1,20
OD1894,27,1894,2017-12-03,7,5,18,78
OD1895,43,1895,2018-10-07,8,5,15,19
OD1896,29,1896,2015-03-30,13,1,6,7
OD1897,38,1897,2017-04-17,15,2,14,18
OD1898,40,1898,2016-09-05,17,4,3,3
OD1899,6,1899,2016-11-02,18,6,17,49
OD1900,23,1900,2015-01-13,16,3,19,58
OD1901,6,1901,2016-12-03,2,2,7,8
OD1902,16,1902,2018-11-25,23,5,5,23
OD1903,45,1903,2016-11-13,23,5,3,3
OD1904,10,1904,2016-09-05,3,3,9,10
OD1905,1,1905,2017-04-09,1,1,11,12
OD1906,3,1906,2017-11-26,22,3,23,73
OD1907,7,1907,2018-06-18,23,5,16,51
OD1908,41,1908,2015-11-11,14,7,7,8
OD1909,23,1909,2018-10-30,8,5,19,58
OD1910,8,1910,2015-05-10,20,7,17,49
OD1911,27,1911,2018-08-07,4,4,16,51
OD1912,21,1912,2018-05-15,21,1,23,73
OD1913,8,1913,2017-12-22,13,1,3,3
OD1914,7,1914,2016-02-18,9,6,3,3
OD1915,26,1915,2018-07-18,4,4,21,50
OD1916,48,1916,2015-05-26,2,2,5,23
OD1917,2,1917,2018-09-23,19,4,9,10
OD1918,19,1918,2018-09-07,11,6,11,12
OD1919,38,1919,2018-07-21,15,2,10,11
OD1920,45,1920,2016-11-17,6,4,23,73
OD1921,23,1921,2018-05-15,9,6,12,87
OD1922,23,1922,2016-12-20,3,3,18,78
OD1923,27,1923,2016-12-24,13,1,5,23
OD1924,33,1924,2017-02-04,22,3,9,10
OD1925,21,1925,2015-06-24,4,4,14,18
OD1926,47,1926,2018-09-02,11,6,6,7
OD1927,8,1927,2018-07-18,2,2,24,61
OD1928,6,1928,2018-03-03,3,3,21,50
OD1929,16,1929,2018-07-06,6,4,21,50
OD1930,32,1930,2018-04-17,1,1,2,90
OD1931,11,1931,2017-11-25,13,1,11,12
OD1932,2,1932,2017-10-21,12,7,15,19
OD1933,33,1933,2018-09-15,21,1,24,61
OD1934,29,1934,2016-11-20,21,1,23,73
OD1935,25,1935,2016-07-06,15,2,3,3
OD1936,6,1936,2015-12-21,15,2,12,87
OD1937,7,1937,2017-06-09,15,2,1,20
OD1938,27,1938,2017-11-11,2,2,12,87
OD1939,13,1939,2015-12-27,2,2,9,10
OD1940,21,1940,2018-09-15,19,4,12,87
OD1941,1,1941,2017-07-08,16,3,22,75
OD1942,2,1942,2015-07-26,8,5,14,18
OD1943,2,1943,2016-11-14,21,1,13,14
OD1944,6,1944,2015-06-08,13,1,1,20
OD1945,5,1945,2017-12-25,13,1,16,51
OD1946,31,1946,2015-08-23,17,4,19,58
OD1947,32,1947,2018-08-21,16,3,15,19
OD1948,43,1948,2018-08-14,3,3,17,49
OD1949,35,1949,2017-09-02,14,7,22,75
OD1950,27,1950,2018-05-23,7,5,6,7
OD1951,22,1951,2015-11-12,17,4,19,58
OD1952,26,1952,2016-10-20,18,6,15,19
OD1953,30,1953,2017-06-11,15,2,18,78
OD1954,31,1954,2017-12-03,12,7,1,20
OD1955,21,1955,2016-04-13,5,3,19,58
OD1956,28,1956,2015-01-27,19,4,3,3
OD1957,17,1957,2015-03-03,15,2,3,3
OD1958,34,1958,2016-10-25,1,1,17,49
OD1959,43,1959,2017-09-25,15,2,8,9
OD1960,47,1960,2015-11-25,7,5,18,78
OD1961,15,1961,2018-12-29,21,1,24,61
OD1962,44,1962,2015-08-15,21,1,6,7
OD1963,50,1963,2016-11-14,10,7,18,78
OD1964,9,1964,2017-11-21,3,3,19,58
OD1965,38,1965,2016-10-05,10,7,18,78
OD1966,23,1966,2015-07-12,4,4,13,14
OD1967,41,1967,2016-06-15,9,6,10,11
OD1968,7,1968,2015-08-08,10,7,10,11
OD1969,4,1969,2017-12-22,8,5,16,51
OD1970,36,1970,2018-11-03,1,1,20,91
OD1971,36,1971,2015-11-04,22,3,1,20
OD1972,10,1972,2017-02-05,14,7,11,12
OD1973,38,1973,2017-10-18,14,7,11,12
OD1974,3,1974,2017-12-16,13,1,23,73
OD1975,13,1975,2016-02-09,2,2,6,7
OD1976,24,1976,2018-11-20,15,2,5,23
OD1977,17,1977,2015-09-27,23,5,4,6
OD1978,13,1978,2015-09-10,18,6,15,19
OD1979,24,1979,2015-09-08,1,1,23,73
OD1980,24,1980,2016-12-11,8,5,18,78
OD1981,2,1981,2018-12-19,22,3,6,7
OD1982,18,1982,2015-12-21,2,2,10,11
OD1983,22,1983,2017-05-26,1,1,10,11
OD1984,29,1984,2018-11-13,1,1,21,50
OD1985,37,1985,2017-08-23,3,3,23,73
OD1986,46,1986,2016-06-15,9,6,13,14
OD1987,6,1987,2016-12-06,18,6,11,12
OD1988,12,1988,2017-12-17,11,6,22,75
OD1989,11,1989,2017-04-12,17,4,1,20
OD1990,8,1990,2018-08-27,1,1,5,23
OD1991,46,1991,2016-12-11,4,4,18,78
OD1992,28,1992,2017-09-25,20,7,8,9
OD1993,6,1993,2016-08-02,6,4,24,61
OD1994,14,1994,2018-07-18,1,1,20,91
OD1995,39,1995,2016-12-11,13,1,15,19
OD1996,8,1996,2016-10-05,2,2,17,49
OD1997,27,1997,2018-09-23,8,5,7,8
OD1998,43,1998,2016-12-11,8,5,20,91
OD1999,22,1999,2018-10-02,23,5,10,11
OD2000,23,2000,2016-12-24,2,2,16,51
OD2001,44,2001,2018-12-19,23,5,20,91
OD2002,14,2002,2016-02-08,20,7,3,60
OD2003,2,2003,2015-12-20,18,6,23,55
OD2004,45,2004,2016-02-08,5,3,9,35
OD2005,31,2005,2016-12-11,13,1,17,38
OD2006,23,2006,2018-10-03,15,2,8,32
OD2007,5,2007,2018-03-30,4,4,21,66
OD2008,30,2008,2016-02-08,8,5,16,59
OD2009,28,2009,2015-08-22,15,2,2,16
OD2010,43,2010,2018-11-02,15,2,1,31
OD2011,43,2011,2018-11-23,21,1,13,15
OD2012,25,2012,2015-12-20,6,4,15,76
OD2013,8,2013,2015-06-22,18,6,11,37
OD2014,48,2014,2015-06-22,8,5,12,67
OD2015,2,2015,2015-12-01,16,3,9,35
OD2016,19,2016,2016-08-07,14,7,9,35
OD2017,48,2017,2016-12-27,1,1,3,60
OD2018,14,2018,2018-11-02,2,2,7,34
OD2019,7,2019,2018-08-27,7,5,16,59
OD2020,22,2020,2017-03-14,9,6,15,76
OD2021,26,2021,2017-09-06,7,5,14,54
OD2022,23,2022,2018-09-18,5,3,7,34
OD2023,33,2023,2016-12-05,11,6,13,15
OD2024,3,2024,2015-05-04,1,1,3,60
OD2025,25,2025,2016-06-25,15,2,17,38
OD2026,27,2026,2017-06-18,4,4,3,60
OD2027,16,2027,2015-07-11,13,1,14,54
OD2028,42,2028,2018-05-14,17,4,3,60
OD2029,10,2029,2018-12-03,21,1,1,31
OD2030,27,2030,2018-09-18,16,3,19,36
OD2031,15,2031,2018-08-07,13,1,14,54
OD2032,24,2032,2018-12-24,15,2,2,16
OD2033,49,2033,2018-01-26,12,7,23,55
OD2034,4,2034,2018-04-03,4,4,10,21
OD2035,12,2035,2017-05-17,1,1,17,38
OD2036,44,2036,2018-09-24,8,5,22,43
OD2037,20,2037,2018-10-13,2,2,21,66
OD2038,7,2038,2018-05-14,6,4,7,34
OD2039,5,2039,2016-06-25,7,5,19,36
OD2040,17,2040,2015-06-03,16,3,18,33
OD2041,39,2041,2015-06-30,20,7,1,31
OD2042,45,2042,2015-06-03,12,7,17,38
OD2043,46,2043,2017-11-17,18,6,13,15
OD2044,16,2044,2018-05-14,13,1,6,79
OD2045,14,2045,2018-11-19,11,6,17,38
OD2046,29,2046,2018-01-20,7,5,3,60
OD2047,10,2047,2015-11-18,12,7,6,79
OD2048,3,2048,2015-05-04,5,3,3,60
OD2049,5,2049,2017-12-29,11,6,22,43
OD2050,37,2050,2015-09-01,9,6,12,67
OD2051,23,2051,2017-03-14,15,2,17,38
OD2052,24,2052,2017-06-15,23,5,17,38
OD2053,42,2053,2016-10-23,15,2,8,32
OD2054,8,2054,2017-05-17,2,2,6,79
OD2055,9,2055,2017-08-18,4,4,6,79
OD2056,25,2056,2015-12-02,3,3,2,16
OD2057,44,2057,2017-05-17,18,6,4,17
OD2058,44,2058,2018-01-15,15,2,11,37
OD2059,46,2059,2017-08-18,7,5,20,39
OD2060,22,2060,2015-12-27,21,1,1,31
OD2061,23,2061,2015-11-22,22,3,21,66
OD2062,30,2062,2018-12-11,18,6,9,35
OD2063,16,2063,2018-06-29,12,7,18,33
OD2064,15,2064,2016-09-27,7,5,8,32
OD2065,21,2065,2017-09-30,19,4,8,32
OD2066,29,2066,2016-06-25,2,2,1,31
OD2067,11,2067,2017-10-10,21,1,11,37
OD2068,26,2068,2015-11-18,15,2,14,54
OD2069,29,2069,2015-09-01,14,7,2,16
OD2070,11,2070,2018-10-13,22,3,24,72
OD2071,34,2071,2016-11-29,23,5,10,21
OD2072,3,2072,2018-01-15,6,4,3,60
OD2073,19,2073,2017-08-28,19,4,24,72
OD2074,2,2074,2017-08-04,8,5,17,38
OD2075,9,2075,2015-05-27,6,4,21,66
OD2076,22,2076,2018-11-19,15,2,6,79
OD2077,9,2077,2018-11-26,13,1,23,55
OD2078,5,2078,2015-08-15,15,2,8,32
OD2079,6,2079,2017-08-28,11,6,7,34
OD2080,4,2080,2015-09-20,7,5,20,44
OD2081,36,2081,2015-09-02,7,5,10,68
OD2082,3,2082,2017-10-17,21,1,11,65
OD2083,48,2083,2017-02-14,8,5,17,30
OD2084,9,2084,2017-11-24,1,1,19,70
OD2085,47,2085,2017-03-09,9,6,23,46
OD2086,30,2086,2018-03-13,7,5,8,71
OD2087,43,2087,2016-05-30,16,3,7,74
OD2088,21,2088,2015-06-06,21,1,22,77
OD2089,44,2089,2018-03-13,19,4,5,62
OD2090,29,2090,2017-04-14,10,7,20,44
OD2091,6,2091,2018-04-30,9,6,4,27
OD2092,30,2092,2017-05-17,16,3,21,41
OD2093,2,2093,2018-10-12,23,5,16,24
OD2094,32,2094,2016-10-20,13,1,4,27
OD2095,6,2095,2017-11-24,17,4,4,27
OD2096,29,2096,2017-11-07,15,2,2,25
OD2097,21,2097,2018-09-07,6,4,1,28
OD2098,39,2098,2017-12-04,15,2,4,27
OD2099,14,2099,2016-08-09,10,7,22,77
OD2100,3,2100,2016-04-07,23,5,5,62
OD2101,21,2101,2017-09-19,14,7,10,68
OD2102,31,2102,2018-12-02,20,7,13,26
OD2103,7,2103,2017-02-27,8,5,21,41
OD2104,25,2104,2015-06-21,8,5,11,65
OD2105,24,2105,2016-04-25,11,6,3,48
OD2106,25,2106,2015-09-23,13,1,2,25
OD2107,34,2107,2017-02-14,18,6,20,44
OD2108,15,2108,2018-11-17,17,4,20,44
OD2109,3,2109,2017-11-27,15,2,11,65
OD2110,4,2110,2015-09-02,12,7,23,46
OD2111,41,2111,2018-11-20,9,6,18,45
OD2112,48,2112,2015-08-15,2,2,9,40
OD2113,20,2113,2015-09-23,9,6,12,93
OD2114,21,2114,2016-08-09,8,5,4,27
OD2115,34,2115,2018-12-29,1,1,20,44
OD2116,40,2116,2018-12-05,2,2,21,41
OD2117,50,2117,2017-03-09,21,1,11,65
OD2118,15,2118,2015-09-02,5,3,24,47
OD2119,2,2119,2016-08-09,23,5,8,71
OD2120,49,2120,2015-06-21,20,7,6,29
OD2121,22,2121,2017-11-14,13,1,8,71
OD2122,30,2122,2017-12-04,22,3,16,24
OD2123,20,2123,2017-11-07,9,6,6,29
OD2124,42,2124,2015-09-10,20,7,22,77
OD2125,24,2125,2017-03-09,15,2,19,70
OD2126,13,2126,2017-11-07,12,7,19,70
OD2127,35,2127,2018-05-06,16,3,6,29
OD2128,39,2128,2018-03-13,2,2,6,29
OD2129,17,2129,2018-02-10,10,7,9,40
OD2130,38,2130,2017-11-27,11,6,8,71
OD2131,31,2131,2017-12-04,16,3,24,47
OD2132,3,2132,2016-04-07,1,1,17,30
OD2133,41,2133,2018-10-13,2,2,18,45
OD2134,25,2134,2015-06-21,17,4,21,41
OD2135,2,2135,2015-09-02,11,6,14,69
OD2136,8,2136,2017-11-27,14,7,5,62
OD2137,24,2137,2018-09-12,13,1,23,46
OD2138,13,2138,2018-09-12,16,3,3,48
OD2139,50,2139,2017-11-27,6,4,6,29
OD2140,20,2140,2018-09-07,21,1,23,46
OD2141,17,2141,2018-04-23,5,3,8,71
OD2142,4,2142,2016-09-20,11,6,13,26
OD2143,44,2143,2015-09-20,2,2,14,69
OD2144,24,2144,2018-09-12,19,4,8,71
OD2145,48,2145,2018-12-02,6,4,18,45
OD2146,48,2146,2018-11-20,21,1,9,40
OD2147,33,2147,2015-10-14,18,6,18,45
OD2148,10,2148,2017-05-17,15,2,18,45
OD2149,33,2149,2018-01-15,3,3,20,44
OD2150,18,2150,2017-09-18,21,1,3,48
OD2151,33,2151,2017-12-04,17,4,24,47
OD2152,22,2152,2016-12-19,22,3,16,24
OD2153,9,2153,2018-01-29,2,2,2,25
OD2154,11,2154,2017-08-19,20,7,24,47
OD2155,33,2155,2016-12-07,1,1,13,26
OD2156,7,2156,2016-08-09,3,3,9,40
OD2157,5,2157,2017-11-07,2,2,3,48
OD2158,41,2158,2017-05-03,17,4,11,65
OD2159,19,2159,2017-02-07,23,5,3,48
OD2160,44,2160,2017-04-23,23,5,9,40
OD2161,34,2161,2015-10-15,23,5,19,70
OD2162,6,2162,2018-12-10,21,1,13,26
OD2163,45,2163,2018-11-21,4,4,22,77
OD2164,29,2164,2018-05-16,9,6,17,30
OD2165,1,2165,2018-08-25,2,2,8,71
OD2166,40,2166,2017-07-28,1,1,5,62
OD2167,9,2167,2016-12-19,11,6,17,30
OD2168,38,2168,2016-06-16,2,2,17,30
OD2169,41,2169,2016-12-19,15,2,15,22
OD2170,23,2170,2017-11-20,2,2,8,71
OD2171,36,2171,2018-07-07,14,7,7,74
OD2172,11,2172,2018-12-01,16,3,8,71
OD2173,9,2173,2018-07-07,21,1,2,25
OD2174,37,2174,2016-08-13,5,3,13,26
OD2175,37,2175,2015-10-21,23,5,5,62
OD2176,30,2176,2016-12-19,16,3,10,68
OD2177,18,2177,2015-02-27,15,2,2,25
OD2178,21,2178,2018-12-08,4,4,24,47
OD2179,29,2179,2017-11-24,20,7,2,25
OD2180,17,2180,2017-12-31,18,6,17,30
OD2181,24,2181,2018-11-21,18,6,11,65
OD2182,4,2182,2016-11-05,2,2,13,26
OD2183,46,2183,2016-07-11,8,5,7,74
OD2184,17,2184,2017-08-19,23,5,6,29
OD2185,19,2185,2016-12-07,20,7,9,40
OD2186,28,2186,2018-08-03,15,2,13,26
OD2187,9,2187,2017-04-23,18,6,16,24
OD2188,19,2188,2017-05-03,15,2,12,93
OD2189,2,2189,2016-09-22,12,7,2,25
OD2190,11,2190,2017-08-19,14,7,10,68
OD2191,10,2191,2018-09-09,15,2,15,22
OD2192,39,2192,2016-04-05,17,4,2,25
OD2193,47,2193,2018-06-01,20,7,2,25
OD2194,9,2194,2017-04-23,6,4,14,69
OD2195,36,2195,2017-11-10,2,2,6,29
OD2196,4,2196,2018-01-15,7,5,2,25
OD2197,1,2197,2017-06-10,23,5,24,47
OD2198,27,2198,2018-12-22,3,3,7,74
OD2199,50,2199,2018-12-10,2,2,17,30
OD2200,9,2200,2017-11-20,18,6,21,41
OD2201,35,2201,2018-06-01,22,3,13,26
OD2202,32,2202,2018-09-09,21,1,8,71
OD2203,9,2203,2018-09-14,7,5,13,26
OD2204,47,2204,2018-09-16,6,4,13,26
OD2205,2,2205,2018-09-16,9,6,3,48
OD2206,7,2206,2017-11-20,8,5,14,69
OD2207,25,2207,2016-11-05,13,1,7,74
OD2208,26,2208,2018-09-09,12,7,20,44
OD2209,10,2209,2016-07-11,16,3,9,40
OD2210,49,2210,2015-09-21,19,4,23,46
OD2211,43,2211,2016-07-11,17,4,19,70
OD2212,30,2212,2018-09-14,6,4,11,65
OD2213,40,2213,2017-07-28,9,6,15,22
OD2214,45,2214,2018-05-30,3,3,18,84
OD2215,28,2215,2016-04-16,15,2,6,95
OD2216,39,2216,2016-12-11,9,6,16,85
OD2217,31,2217,2017-06-06,2,2,7,96
OD2218,20,2218,2018-12-19,7,5,7,96
OD2219,49,2219,2016-10-30,6,4,9,56
OD2220,15,2220,2018-12-02,6,4,4,4
OD2221,15,2221,2017-06-06,12,7,5,5
OD2222,9,2222,2017-06-06,12,7,1,53
OD2223,31,2223,2015-08-12,16,3,2,2
OD2224,39,2224,2018-10-13,3,3,20,86
OD2225,29,2225,2017-06-06,10,7,19,63
OD2226,46,2226,2017-05-05,1,1,8,64
OD2227,21,2227,2018-09-24,17,4,21,92
OD2228,41,2228,2016-11-02,2,2,5,5
OD2229,43,2229,2016-12-23,8,5,23,89
OD2230,35,2230,2018-09-22,9,6,7,96
OD2231,11,2231,2017-02-12,15,2,2,2
OD2232,14,2232,2017-08-13,2,2,18,84
OD2233,3,2233,2016-03-23,2,2,16,85
OD2234,48,2234,2018-10-13,9,6,20,86
OD2235,40,2235,2016-03-23,1,1,23,89
OD2236,23,2236,2015-04-30,11,6,4,4
OD2237,11,2237,2017-07-24,14,7,1,53
OD2238,23,2238,2015-04-30,20,7,16,85
OD2239,49,2239,2015-05-19,15,2,9,56
OD2240,49,2240,2018-05-06,8,5,11,83
OD2241,12,2241,2017-02-12,7,5,14,97
OD2242,25,2242,2018-09-24,10,7,11,83
OD2243,42,2243,2017-08-13,7,5,7,96
OD2244,2,2244,2018-10-13,15,2,15,82
OD2245,5,2245,2018-01-14,23,5,10,94
OD2246,28,2246,2017-05-01,15,2,8,64
OD2247,19,2247,2018-06-20,1,1,23,89
OD2248,29,2248,2015-12-30,22,3,19,63
OD2249,10,2249,2015-06-23,3,3,15,82
OD2250,46,2250,2017-11-19,18,6,7,96
OD2251,49,2251,2018-05-01,16,3,1,53
OD2252,36,2252,2016-11-30,11,6,16,85
OD2253,36,2253,2017-12-16,23,5,12,13
OD2254,3,2254,2018-11-20,18,6,19,63
OD2255,46,2255,2018-06-22,20,7,17,80
OD2256,43,2256,2015-03-23,3,3,8,64
OD2257,24,2257,2018-04-09,6,4,14,97
OD2258,41,2258,2018-04-09,1,1,11,83
OD2259,22,2259,2018-09-23,14,7,13,57
OD2260,16,2260,2017-08-14,18,6,22,52
OD2261,15,2261,2017-08-09,12,7,1,53
OD2262,19,2262,2018-10-09,21,1,13,57
OD2263,39,2263,2015-08-15,16,3,17,80
OD2264,50,2264,2015-08-15,23,5,1,53
OD2265,13,2265,2017-03-26,19,4,14,97
OD2266,33,2266,2018-11-20,2,2,6,95
OD2267,36,2267,2018-12-18,9,6,4,4
OD2268,47,2268,2015-06-23,21,1,7,96
OD2269,37,2269,2017-08-09,18,6,20,86
OD2270,38,2270,2018-04-09,23,5,1,53
OD2271,26,2271,2017-05-01,11,6,21,92
OD2272,6,2272,2017-07-29,17,4,19,63
OD2273,47,2273,2017-06-14,6,4,12,13
OD2274,12,2274,2016-11-30,5,3,5,5
OD2275,44,2275,2015-12-24,18,6,21,50
OD2276,4,2276,2018-09-07,8,5,13,14
OD2277,48,2277,2015-07-20,8,5,7,8
OD2278,2,2278,2016-12-16,11,6,5,23
OD2279,46,2279,2017-11-10,9,6,6,7
OD2280,16,2280,2018-11-16,3,3,19,58
OD2281,17,2281,2018-09-29,20,7,19,58
OD2282,1,2282,2017-06-20,8,5,14,18
OD2283,32,2283,2018-10-01,5,3,10,11
OD2284,36,2284,2018-04-27,4,4,5,23
OD2285,25,2285,2018-06-29,18,6,7,8
OD2286,2,2286,2017-07-04,14,7,15,19
OD2287,23,2287,2017-07-03,2,2,2,90
OD2288,16,2288,2017-09-05,11,6,9,10
OD2289,45,2289,2016-12-12,16,3,11,12
OD2290,39,2290,2018-11-18,14,7,17,49
OD2291,47,2291,2018-12-18,5,3,4,6
OD2292,3,2292,2017-07-03,19,4,12,87
OD2293,49,2293,2017-09-05,19,4,20,91
OD2294,9,2294,2018-06-16,8,5,21,50
OD2295,3,2295,2017-01-03,3,3,21,50
OD2296,43,2296,2016-10-04,8,5,1,20
OD2297,50,2297,2018-07-31,15,2,9,10
OD2298,10,2298,2018-03-23,13,1,18,78
OD2299,23,2299,2015-11-15,5,3,20,91
OD2300,13,2300,2018-08-12,15,2,22,75
OD2301,41,2301,2018-06-11,14,7,17,49
OD2302,45,2302,2018-08-21,8,5,9,10
OD2303,21,2303,2015-11-28,11,6,18,78
OD2304,20,2304,2018-12-18,18,6,18,78
OD2305,13,2305,2018-04-27,17,4,2,90
OD2306,6,2306,2015-12-07,1,1,12,87
OD2307,21,2307,2017-11-14,8,5,4,6
OD2308,30,2308,2016-05-03,3,3,3,3
OD2309,18,2309,2015-03-07,1,1,9,10
OD2310,27,2310,2015-11-23,22,3,6,7
OD2311,11,2311,2017-04-13,19,4,1,20
OD2312,34,2312,2017-05-08,5,3,13,14
OD2313,28,2313,2017-04-12,10,7,12,87
OD2314,1,2314,2015-02-22,12,7,3,3
OD2315,34,2315,2015-07-20,23,5,24,61
OD2316,8,2316,2018-03-23,1,1,7,8
OD2317,26,2317,2018-12-08,23,5,13,14
OD2318,24,2318,2018-06-29,16,3,14,18
OD2319,6,2319,2017-06-20,23,5,13,14
OD2320,47,2320,2016-04-18,22,3,21,50
OD2321,13,2321,2015-03-07,23,5,21,50
OD2322,46,2322,2018-11-18,2,2,3,3
OD2323,18,2323,2018-03-25,9,6,22,75
OD2324,8,2324,2017-11-03,13,1,23,73
OD2325,21,2325,2016-11-28,22,3,2,90
OD2326,5,2326,2017-06-05,7,5,4,6
OD2327,28,2327,2018-04-27,20,7,9,10
OD2328,8,2328,2018-08-21,8,5,10,11
OD2329,1,2329,2018-11-24,2,2,24,61
OD2330,50,2330,2017-06-17,3,3,18,78
OD2331,48,2331,2015-07-20,1,1,3,3
OD2332,19,2332,2015-10-11,10,7,21,50
OD2333,16,2333,2016-09-18,13,1,13,14
OD2334,19,2334,2017-07-04,1,1,10,11
OD2335,47,2335,2018-06-10,18,6,4,6
OD2336,39,2336,2018-09-29,5,3,23,73
OD2337,25,2337,2016-03-19,22,3,13,14
OD2338,17,2338,2018-08-21,2,2,1,20
OD2339,48,2339,2018-12-18,2,2,21,50
OD2340,49,2340,2018-10-09,9,6,22,75
OD2341,37,2341,2016-09-08,5,3,4,6
OD2342,8,2342,2018-05-27,11,6,4,6
OD2343,27,2343,2015-12-05,22,3,1,20
OD2344,20,2344,2017-06-17,4,4,3,3
OD2345,25,2345,2018-07-08,3,3,2,90
OD2346,42,2346,2018-11-16,1,1,12,87
OD2347,36,2347,2016-09-08,21,1,12,87
OD2348,19,2348,2018-11-18,17,4,3,3
OD2349,13,2349,2018-05-22,23,5,12,87
OD2350,29,2350,2018-09-29,15,2,7,8
OD2351,48,2351,2017-11-03,16,3,19,58
OD2352,39,2352,2017-06-20,18,6,14,18
OD2353,1,2353,2016-12-12,14,7,24,61
OD2354,46,2354,2018-03-25,9,6,11,12
OD2355,27,2355,2017-01-30,15,2,13,14
OD2356,7,2356,2018-12-08,10,7,24,61
OD2357,8,2357,2018-07-23,6,4,11,12
