200 3734
109 94 1299
109 185 6644
109 29 6873
109 19 8397
109 16 1469
109 38 4945
110 197 751
110 33 1986
110 145 6099
110 118 9403
110 74 6731
110 126 1073
110 103 491
110 35 4985
110 137 8848
110 165 4097
110 85 6060
110 87 1219
110 45 8317
110 64 6711
110 16 4252
111 197 4083
111 144 5456
111 114 2027
111 64 2663
111 27 3101
111 191 5723
111 162 8771
111 152 1940
111 28 4495
111 106 6460
111 29 1005
111 130 9137
111 133 6767
111 18 785
111 160 9702
111 21 3060
112 23 3201
112 141 130
112 80 5208
112 181 2524
112 95 555
112 77 3500
112 183 9037
112 164 1492
112 155 7915
112 106 4854
112 50 6454
112 133 9083
112 5 1522
112 45 9496
112 173 7338
112 66 2271
112 59 4585
112 97 7969
112 60 2570
112 31 5231
112 149 8736
112 49 2935
112 158 383
112 128 7645
112 107 7448
112 103 7409
112 54 2279
112 196 5663
113 80 917
113 33 652
113 26 5553
113 72 8782
113 101 5024
113 108 4342
113 132 5383
113 116 8036
113 184 4999
113 88 7322
113 105 3388
113 187 6332
113 190 697
113 136 1984
113 96 712
113 91 4626
113 103 5248
114 29 9478
114 180 8490
114 189 3102
114 111 2027
114 192 6813
114 141 6388
114 72 8350
114 115 3112
114 152 9627
114 53 7352
114 129 168
114 107 2032
114 1 508
114 47 9480
114 35 490
114 17 8915
114 22 9960
114 27 714
114 31 7617
114 76 9690
114 117 7876
114 193 4000
114 103 1318
114 194 949
115 152 4383
115 176 8236
115 75 9140
115 25 9233
115 9 7827
115 98 5825
115 52 4973
115 146 9828
115 81 2608
115 128 9072
115 86 4291
115 76 7291
115 90 1117
115 106 9598
115 144 3825
115 80 1417
115 114 3112
115 62 1913
115 39 983
115 91 1105
115 88 6611
115 129 7465
115 166 3001
115 61 3324
115 117 1399
115 94 3350
116 78 2732
116 26 4221
116 113 8036
116 179 8099
116 32 6065
116 105 7899
116 62 7419
116 107 9864
116 82 8491
116 186 8639
116 176 4512
116 192 5906
116 57 656
116 4 6771
116 28 2638
116 10 1493
117 98 9545
117 198 3936
117 42 7074
117 79 9043
117 102 2689
117 56 1934
117 114 7876
117 83 8516
117 86 4220
117 196 3366
117 1 2597
117 49 2896
117 138 7762
117 17 6266
117 115 1399
118 14 373
118 23 5079
118 4 3626
118 6 8547
118 123 2088
118 181 8129
118 18 6388
118 85 1102
118 31 6949
118 166 3979
118 35 8640
118 43 8008
118 45 5918
118 177 8279
118 110 9403
118 128 6289
119 80 108
119 154 741
119 130 730
119 84 6417
119 72 6215
119 30 7372
119 170 275
119 168 1890
119 157 9158
119 90 928
119 121 6261
119 37 9313
119 95 8126
119 14 960
119 87 518
119 79 4117
119 39 1376
119 163 5189
119 169 3511
119 195 617
119 3 7711
119 32 1914
119 19 7406
119 46 2687
119 196 2824
119 105 9930
120 40 7760
120 62 3851
120 72 2287
120 94 2733
120 86 5230
120 95 1104
120 164 5926
120 26 5788
120 18 44
120 155 6822
120 60 2231
120 185 556
120 45 5279
120 179 3327
120 159 5811
120 75 6892
120 64 2385
120 5 1862
120 178 8906
120 28 8874
120 51 5675
120 105 9333
121 4 7639
121 80 2257
121 197 6502
121 119 6261
121 136 1320
121 156 195
121 29 4537
121 7 8739
121 58 8818
121 32 1615
121 168 7186
121 62 4145
121 92 3819
121 173 2976
121 64 771
121 175 8821
121 191 8606
121 162 1977
121 132 3867
121 74 1468
121 165 7147
121 148 8115
121 55 44
122 78 6207
122 8 5338
122 174 8205
122 168 1574
122 162 3518
122 166 6712
122 135 6345
122 28 9165
122 192 1494
122 128 7247
122 189 2017
122 3 9640
122 148 3230
122 27 84
122 179 7377
123 14 2733
123 198 3493
123 6 13
123 104 9213
123 107 4581
123 89 1723
123 118 2088
123 128 1602
123 155 3251
123 46 132
123 36 6226
123 184 2832
123 103 8756
123 65 9599
123 124 6490
123 145 8804
123 193 7460
124 141 168
124 159 6580
124 42 3496
124 123 6490
124 77 8896
124 20 392
124 67 1880
124 158 1870
124 147 9014
124 165 9797
124 136 7388
124 56 552
124 11 6180
124 70 9089
124 45 3290
124 48 2593
125 33 67
125 174 9048
125 95 2917
125 53 8054
125 1 2909
125 63 1315
125 76 1865
125 88 5012
125 58 1050
125 23 922
125 173 2615
125 188 230
125 172 8515
125 196 4519
125 138 9932
125 183 9920
125 7 5670
126 14 9602
126 4 2625
126 159 2980
126 86 937
126 181 8920
126 104 8615
126 179 7436
126 191 3989
126 161 4512
126 108 525
126 155 307
126 110 1073
126 134 5002
126 38 5441
126 76 9595
126 180 7176
127 4 6808
127 160 7534
127 26 9896
127 39 6103
127 50 3622
127 137 4069
127 60 1402
127 156 6372
127 2 9365
127 16 9807
127 56 3031
127 139 2526
127 14 5682
127 99 1408
127 167 3756
127 135 1752
127 161 6643
127 146 8151
128 14 9662
128 115 9072
128 123 1602
128 92 556
128 50 2987
128 190 2968
128 118 6289
128 157 6815
128 132 2789
128 184 6339
128 198 1860
128 112 7645
128 122 7247
128 85 4644
128 82 6834
128 100 2584
128 196 1760
128 12 7542
129 6 8525
129 114 168
129 101 8821
129 77 2337
129 79 7314
129 47 9533
129 85 517
129 175 7121
129 184 5623
129 109 2464
129 143 8021
129 167 5370
129 25 3005
129 159 6895
129 115 7465
130 119 730
130 8 55
130 26 5706
130 45 4994
130 36 7589
130 30 1356
130 184 8488
130 178 615
130 92 4320
130 58 7020
130 82 3349
130 174 4481
130 66 5826
130 39 2414
130 194 9429
130 156 2264
130 20 9048
130 64 2493
130 43 2685
130 137 5926
130 190 3429
130 147 9251
130 111 9137
130 48 7921
130 38 5227
131 14 358
131 98 4614
131 159 4355
131 75 5902
131 22 6075
131 43 8231
131 163 8625
131 11 833
131 57 6342
131 61 6924
131 82 3457
131 64 4631
131 134 6293
131 167 6269
131 2 7005
131 63 5257
131 9 700
131 103 2920
131 21 3748
132 198 2393
132 113 5383
132 99 6234
132 138 5667
132 28 5604
132 19 3157
132 38 6092
132 85 3873
132 82 4162
132 25 219
132 182 6433
132 22 1560
132 147 2847
132 6 1514
132 121 3867
132 128 2789
132 51 6107
132 37 821
133 80 7217
133 112 9083
133 136 3739
133 77 2481
133 39 8145
133 43 8488
133 18 2702
133 27 7749
133 168 899
133 99 2090
133 190 9958
133 139 4719
133 182 8241
133 191 4296
133 85 836
133 153 8437
133 67 3802
133 49 5167
133 111 6767
134 197 6225
134 198 4071
134 92 610
134 79 5792
134 175 4489
134 36 979
134 131 6293
134 71 7485
134 146 9556
134 158 119
134 11 294
134 65 9956
134 135 276
134 16 5203
134 84 9312
134 126 5002
134 38 4730
135 23 4560
135 4 7582
135 20 6434
135 174 6977
135 150 9732
135 190 1431
135 173 5664
135 144 6396
135 127 1752
135 122 6345
135 48 8869
135 82 519
135 158 8348
135 184 7629
135 78 6919
135 10 4650
135 134 276
135 194 5726
135 13 861
136 161 3866
136 195 4279
136 32 3823
136 84 4270
136 168 9519
136 54 1794
136 170 1529
136 197 9068
136 121 1320
136 194 2496
136 109 8658
136 199 7783
136 133 3739
136 145 1769
136 179 6711
136 26 7200
136 40 4658
136 174 5711
136 85 6221
136 113 1984
136 25 9251
136 184 6682
136 81 1409
136 88 9026
136 178 2752
136 124 7388
137 188 9117
137 100 7178
137 42 4572
137 51 1096
137 52 9846
137 97 4667
137 25 5378
137 102 6814
137 130 5926
137 84 4367
137 141 7872
137 23 7591
137 127 4069
137 157 5286
137 78 1910
137 91 4129
137 155 5736
137 67 1414
137 10 5273
137 110 8848
138 200 678
138 160 9902
138 26 7027
138 101 2902
138 51 8755
138 132 5667
138 43 7965
138 92 8080
138 1 7896
138 173 8555
138 33 6960
138 71 1229
138 46 2860
138 27 5918
138 188 892
138 169 7498
138 178 6589
138 125 9932
138 76 5683
138 117 7762
138 54 6261
138 140 5446
139 197 1386
139 98 1235
139 92 6763
139 181 5456
139 176 8186
139 182 2354
139 133 4719
139 158 3451
139 196 3988
139 73 4428
139 90 7846
139 155 2100
139 194 6966
139 69 9030
139 94 7116
139 127 2526
139 162 4510
139 9 8701
139 37 8208
140 1 546
140 17 6440
140 97 6527
140 158 4029
140 151 5289
140 68 9624
140 138 5446
140 43 4482
140 169 2230
140 9 4163
140 155 5001
140 188 6223
140 102 6370
140 166 9829
140 65 5376
141 154 3188
141 68 3540
141 106 674
141 79 7918
141 104 8162
141 24 6862
141 63 5607
141 6 8200
141 75 9237
141 150 2634
141 124 168
141 14 4477
141 112 130
141 164 6499
141 198 2621
141 114 6388
141 185 6820
141 59 9126
141 64 158
141 137 7872
141 81 4032
141 76 1969
141 48 7941
142 66 777
142 17 8016
142 104 6236
142 18 332
142 47 5297
142 81 424
142 91 9164
142 150 2598
142 5 1195
142 34 7791
142 155 6613
142 169 7506
142 86 1663
142 100 2994
142 190 8070
142 2 7731
142 71 6038
142 145 5378
142 37 6433
143 23 7543
143 6 3110
143 22 8603
143 108 972
143 25 108
143 81 9810
143 43 1171
143 186 8430
143 14 5848
143 129 8021
143 101 4042
143 76 1079
143 98 4300
143 155 2442
143 177 3884
143 36 5111
143 153 9940
143 96 9274
143 15 1041
143 176 5062
144 115 3825
144 173 8693
144 29 6452
144 98 7198
144 68 2277
144 195 652
144 102 7884
144 30 1616
144 111 5456
144 33 4841
144 13 9987
144 44 2276
144 86 8808
144 148 3617
144 35 3087
144 40 7772
144 101 3619
144 22 9362
144 184 5222
144 135 6396
144 90 6223
144 3 285
144 100 6605
145 200 2753
145 1 648
145 136 1769
145 26 6697
145 64 2685
145 174 7252
145 47 9483
145 108 521
145 44 2888
145 123 8804
145 71 6127
145 142 5378
145 20 8099
145 78 7244
145 110 6099
145 100 5512
145 55 3342
146 115 9828
146 22 3620
146 47 2959
146 60 2317
146 5 5308
146 127 8151
146 7 4823
146 134 9556
146 18 9000
146 31 2837
146 17 5362
146 68 3895
146 72 4264
146 188 5715
146 167 52
146 107 7862
146 38 4400
147 26 5759
147 59 2651
147 163 7221
147 95 1278
147 132 2847
147 124 9014
147 5 1087
147 34 9758
147 96 6736
147 38 8391
147 41 1858
147 167 5546
147 130 9251
147 149 6379
147 58 2267
147 93 7807
148 160 3995
148 144 3617
148 185 2814
148 64 6419
148 18 589
148 30 4760
148 173 6725
148 179 6374
148 70 7231
148 155 6603
148 122 3230
148 192 4834
148 36 9550
148 121 8115
148 29 3252
149 14 4352
149 59 2405
149 188 1003
149 163 9897
149 70 2366
149 83 6823
149 187 9580
149 174 2824
149 73 5233
149 112 8736
149 55 3088
149 18 2664
149 176 2255
149 190 3755
149 180 3407
149 147 6379
150 141 2634
150 1 2183
150 16 1680
150 41 7278
150 36 116
150 135 9732
150 11 4802
150 98 2093
150 58 4857
150 142 2598
150 73 8061
150 9 4539
150 18 5150
150 24 5669
150 52 634
150 190 5243
150 88 6770
150 53 662
150 7 9031
150 93 9213
151 80 6728
151 156 6169
151 24 784
151 27 5915
151 174 1846
151 168 9216
151 99 4990
151 88 2295
151 178 5979
151 96 5643
151 83 162
151 13 9629
151 140 5289
151 189 9732
151 163 3624
152 161 6939
152 58 5877
152 48 5835
152 9 1087
152 8 1257
152 46 9550
152 189 8140
152 199 2697
152 109 2743
152 65 3595
152 186 2075
152 115 4383
152 50 5767
152 193 5444
152 90 4427
152 80 9606
152 114 9627
152 62 7404
152 79 6519
152 27 2124
152 111 1940
152 19 9751
152 93 6543
153 17 8545
153 99 4560
153 70 6532
153 164 8748
153 29 5446
153 25 2477
153 72 541
153 143 9940
153 173 7613
153 77 4483
153 50 4905
153 165 897
153 133 8437
153 33 6574
153 67 6204
153 100 9522
154 141 3188
154 119 741
154 198 5078
154 156 8062
154 62 3238
154 20 2398
154 18 453
154 49 2962
154 187 1808
154 168 6317
154 200 229
154 185 1448
154 93 4073
154 78 8423
154 84 5421
154 41 901
154 60 6667
154 170 5971
154 19 4320
154 21 1845
154 199 5786
155 57 893
155 14 4446
155 98 5515
155 112 7915
155 123 3251
155 120 6822
155 25 3242
155 139 2100
155 143 2442
155 65 5533
155 142 6613
155 96 1251
155 137 5736
155 148 6603
155 61 5301
155 126 307
155 37 609
155 140 5001
155 194 6768
156 66 2965
156 42 6539
156 82 4691
156 53 4662
156 151 6169
156 7 7027
156 85 6669
156 29 5083
156 154 8062
156 130 2264
156 108 7039
156 34 8641
156 121 195
156 175 2205
156 69 9959
156 70 4830
156 127 6372
156 37 7714
157 119 9158
157 26 7
157 86 4447
157 101 1393
157 187 7184
157 137 5286
157 99 6818
157 11 8497
157 2 8643
157 158 1881
157 128 6815
157 175 1597
157 72 604
157 24 9540
157 28 6880
157 15 2136
158 78 6367
158 187 6714
158 91 5553
158 139 3451
158 169 1709
158 135 8348
158 63 5709
158 195 4912
158 140 4029
158 157 1881
158 124 1870
158 181 969
158 112 383
158 87 4081
158 134 119
159 4 6133
159 160 4243
159 61 49
159 180 5757
159 6 9500
159 194 9391
159 43 9621
159 100 6567
159 126 2980
159 73 4969
159 131 4355
159 124 6580
159 1 7420
159 52 7816
159 74 8960
159 198 8330
159 42 5951
159 120 5811
159 87 19
159 36 6043
159 84 8763
159 129 6895
159 2 1397
159 51 3017
159 193 3786
160 14 7860
160 138 9902
160 127 7534
160 49 8648
160 85 3613
160 189 1530
160 57 2058
160 159 4243
160 183 9293
160 148 3995
160 87 8712
160 180 624
160 179 2542
160 91 383
160 42 2382
160 1 6461
160 77 105
160 28 9059
160 111 9702
160 19 3997
161 152 6939
161 14 4275
161 23 6863
161 78 6310
161 136 3866
161 42 4792
161 62 4144
161 79 8395
161 127 6643
161 69 6171
161 126 4512
161 56 9811
161 196 9729
161 102 8230
161 88 1726
161 28 9217
162 4 3924
162 98 6139
162 6 6897
162 59 391
162 194 1483
162 122 3518
162 57 6483
162 121 1977
162 179 9718
162 139 4510
162 199 7749
162 40 3056
162 111 8771
162 96 3737
162 45 3436
162 186 6114
162 48 201
163 1 8164
163 101 6033
163 41 5256
163 173 5799
163 15 818
163 13 3870
163 149 9897
163 131 8625
163 181 5593
163 119 5189
163 61 448
163 42 1278
163 68 4920
163 100 9709
163 147 7221
163 44 18
163 49 4688
163 192 2762
163 151 3624
163 89 4055
164 141 6499
164 112 1492
164 42 347
164 120 5926
164 43 6849
164 87 3629
164 184 9774
164 170 328
164 153 8748
164 10 3866
164 172 9550
164 74 8627
164 195 9730
164 105 4661
164 24 7312
164 183 615
164 176 8681
165 23 208
165 6 6473
165 79 3768
165 187 1291
165 50 2667
165 153 897
165 166 4221
165 74 2602
165 21 2151
165 121 7147
165 124 9797
165 83 1555
165 65 3705
165 7 6019
165 41 3741
165 110 4097
166 23 8077
166 98 2364
166 79 8726
166 173 6917
166 44 6953
166 167 7080
166 118 3979
166 165 4221
166 168 4399
166 17 4762
166 9 8702
166 122 6712
166 20 6086
166 169 5530
166 115 3001
166 35 2816
166 55 3686
166 140 9829
167 23 2133
167 188 6549
167 187 9538
167 43 8120
167 18 7625
167 127 3756
167 180 6183
167 87 1022
167 79 820
167 83 8200
167 3 3877
167 129 5370
167 85 8110
167 193 8116
167 166 7080
167 131 6269
167 146 52
167 147 5546
167 45 1163
167 199 2001
167 93 5670
168 119 1890
168 8 2076
168 136 9519
168 87 9716
168 154 6317
168 121 7186
168 133 899
168 122 1574
168 85 6193
168 173 3859
168 59 4170
168 27 1578
168 69 2357
168 151 9216
168 22 4356
168 70 1295
168 34 3923
168 166 4399
168 10 9495
168 52 1134
169 14 4333
169 175 9164
169 177 2274
169 45 662
169 20 5990
169 63 5160
169 119 3511
169 104 3712
169 187 9225
169 192 8603
169 109 382
169 158 1709
169 55 7795
169 1 8700
169 138 7498
169 142 7506
169 166 5530
169 107 668
169 15 7485
169 54 2296
169 140 2230
170 119 275
170 1 2620
170 198 8089
170 136 1529
170 33 3648
170 18 4989
170 177 2774
170 44 6940
170 84 2436
170 2 9342
170 154 5971
170 164 328
170 45 8060
170 71 1539
170 94 9318
171 188 6981
171 101 4083
171 16 3482
171 67 1394
171 61 6888
171 49 9736
171 182 4704
171 94 9959
171 10 2029
171 33 3913
171 185 5113
171 71 6702
171 6 3722
171 18 4403
171 72 8573
172 200 6888
172 42 5383
172 72 3153
172 104 561
172 174 3433
172 102 6572
172 175 5353
172 35 992
172 73 2239
172 164 9550
172 29 5830
172 80 7715
172 77 4771
172 2 1438
172 60 2781
172 125 8515
172 13 2070
173 112 7338
173 1 2069
173 144 8693
173 33 5949
173 17 7312
173 20 2676
173 18 7256
173 121 2976
173 168 3859
173 32 9631
173 148 6725
173 82 591
173 163 5799
173 192 2550
173 166 6917
173 179 4234
173 138 8555
173 44 5518
173 95 4092
173 153 7613
173 135 5664
173 61 4803
173 125 2615
173 193 4808
173 46 2969
174 130 4481
174 89 858
174 73 2581
174 135 6977
174 68 7082
174 136 5711
174 91 3418
174 125 9048
174 122 8205
174 145 7252
174 72 2019
174 151 1846
174 172 3433
174 108 5669
174 99 5675
174 179 1886
174 149 2824
174 90 6914
175 156 2205
175 187 2864
175 27 210
175 199 3779
175 67 5048
175 121 8821
175 169 9164
175 134 4489
175 65 7920
175 26 6165
175 172 5353
175 197 5909
175 8 1022
175 129 7121
175 14 6718
175 184 9107
175 70 3256
175 58 3675
175 157 1597
176 200 1709
176 115 8236
176 6 3512
176 33 3258
176 187 1128
176 191 3352
176 139 8186
176 149 2255
176 116 4512
176 46 9923
176 143 5062
176 51 1625
176 164 8681
176 107 6806
176 74 8129
177 86 7010
177 92 3182
177 24 393
177 64 7660
177 102 4462
177 43 9544
177 22 8713
177 190 1332
177 14 6741
177 8 8508
177 170 2774
177 82 7882
177 169 2274
177 32 6902
177 53 9852
177 60 5345
177 143 3884
177 178 7547
177 118 8279
177 3 7097
178 130 615
178 72 5128
178 70 3394
178 13 4194
178 120 8906
178 11 1696
178 151 5979
178 16 1714
178 138 6589
178 102 1334
178 17 7464
178 49 9747
178 177 7547
178 35 5774
178 136 2752
178 28 3642
178 76 8433
179 80 7729
179 160 2542
179 136 6711
179 120 3327
179 56 5284
179 50 2502
179 186 9993
179 180 664
179 104 8827
179 90 3149
179 74 1223
179 148 6374
179 174 1886
179 126 7436
179 173 4234
179 162 9718
179 116 8099
179 34 8528
179 52 3504
179 122 7377
180 160 624
180 159 5757
180 114 8490
180 59 2435
180 86 4604
180 39 9506
180 85 5525
180 179 664
180 191 6312
180 31 3598
180 149 3407
180 167 6183
180 89 6612
180 9 5995
180 126 7176
180 105 341
181 112 2524
181 187 7956
181 41 5235
181 118 8129
181 185 9712
181 139 5456
181 76 3275
181 40 2338
181 11 8448
181 34 5267
181 102 3585
181 126 8920
181 106 5332
181 93 4071
181 91 5060
181 191 4844
181 163 5593
181 158 969
181 51 158
182 27 6234
182 47 8382
182 99 2897
182 139 2354
182 5 8806
182 133 8241
182 132 6433
182 56 7267
182 74 1873
182 35 7369
182 64 4701
182 107 8313
182 54 438
182 171 4704
182 2 7908
182 21 2447
183 160 9293
183 112 9037
183 102 9634
183 99 3577
183 81 3061
183 88 5547
183 11 594
183 96 5939
183 53 5304
183 105 7722
183 26 4842
183 57 9093
183 70 5332
183 125 9920
183 164 615
183 38 5213
184 6 8021
184 130 8488
184 188 198
184 40 4306
184 123 2832
184 101 9591
184 113 4999
184 129 5623
184 144 5222
184 175 9107
184 136 6682
184 164 9774
184 86 801
184 57 7592
184 29 9797
184 81 4485
184 35 7437
184 135 7629
184 28 4164
184 10 3207
184 128 6339
185 57 9772
185 105 1033
185 90 7284
185 52 8925
185 83 9306
185 97 7065
185 148 2814
185 25 3573
185 197 3140
185 50 3968
185 11 2045
185 141 6820
185 76 3674
185 108 8699
185 60 6670
185 188 700
185 120 556
185 181 9712
185 154 1448
185 30 3846
185 16 6280
185 109 6644
185 171 5113
185 19 5896
185 196 1339
186 57 8815
186 152 2075
186 197 1324
186 42 9391
186 188 5027
186 92 7980
186 179 9993
186 191 8255
186 58 8993
186 143 8430
186 116 8639
186 162 6114
186 71 7143
186 189 8128
186 195 2099
186 68 2528
186 103 9654
187 14 4874
187 200 6767
187 176 1128
187 37 4105
187 7 9522
187 175 2864
187 19 107
187 107 2610
187 167 9538
187 157 7184
187 24 9327
187 181 7956
187 42 3075
187 158 6714
187 165 1291
187 50 2485
187 154 1808
187 113 6332
187 169 9225
187 149 9580
187 10 4786
188 23 4236
188 198 9114
188 137 9117
188 184 198
188 101 8531
188 167 6549
188 54 4883
188 149 1003
188 28 3816
188 196 88
188 52 7805
188 55 5181
188 185 700
188 186 5027
188 171 6981
188 97 4695
188 138 892
188 125 230
188 146 5715
188 140 6223
189 152 8140
189 160 1530
189 8 2780
189 114 3102
189 86 1115
189 40 4263
189 77 5702
189 50 7031
189 47 5939
189 85 1147
189 60 4415
189 69 5215
189 186 8128
189 198 9430
189 122 2017
189 51 8899
189 151 9732
189 193 2375
190 4 7536
190 200 5999
190 47 5892
190 113 697
190 130 3429
190 135 1431
190 150 5243
190 61 9775
190 69 8022
190 133 9958
190 128 2968
190 100 6674
190 17 7000
190 106 3305
190 9 3613
190 177 1332
190 31 5055
190 149 3755
190 142 8070
190 15 6854
190 105 2518
191 77 5135
191 126 3989
191 176 3352
191 94 8318
191 186 8255
191 121 8606
191 87 6921
191 44 8130
191 103 9683
191 75 1403
191 181 4844
191 50 5026
191 180 6312
191 111 5723
191 37 3573
191 133 4296
192 114 6813
192 97 6411
192 77 561
192 39 7454
192 22 4606
192 104 4219
192 27 5344
192 85 544
192 173 2550
192 91 6625
192 169 8603
192 116 5906
192 49 3113
192 163 2762
192 122 1494
192 148 4834
193 152 5444
193 167 8116
193 114 4000
193 55 8583
193 58 6166
193 189 2375
193 159 3786
193 96 8831
193 79 7737
193 21 494
193 28 9441
193 62 6610
193 123 7460
193 99 4566
193 173 4808
193 46 199
194 200 2915
194 159 9391
194 136 2496
194 130 9429
194 42 6498
194 92 426
194 139 6966
194 162 1483
194 73 8521
194 99 5832
194 155 6768
194 114 949
194 46 2429
194 79 5784
194 135 5726
195 23 3179
195 4 2490
195 197 5337
195 144 652
195 136 4279
195 6 2233
195 158 4912
195 186 2099
195 200 8114
195 61 8928
195 46 8206
195 164 9730
195 119 617
195 19 5038
195 67 5737
196 188 88
196 39 9267
196 139 3988
196 95 231
196 61 5577
196 161 9729
196 125 4519
196 117 3366
196 103 696
196 46 9632
196 26 6754
196 112 5663
196 128 1760
196 119 2824
196 185 1339
197 54 2223
197 186 1324
197 121 6502
197 134 6225
197 68 8223
197 24 9337
197 25 3875
197 139 1386
197 81 5540
197 44 4900
197 195 5337
197 37 9188
197 111 4083
197 86 9714
197 110 751
197 136 9068
197 185 3140
197 104 4174
197 175 5909
198 141 2621
198 170 8089
198 44 2619
198 188 9114
198 41 7215
198 1 1724
198 154 5078
198 84 5999
198 16 2223
198 117 3936
198 123 3493
198 159 8330
198 69 6284
198 132 2393
198 134 4071
198 77 5081
198 50 3798
198 65 3575
198 36 6280
198 28 366
198 128 1860
198 189 9430
199 152 2697
199 8 1918
199 136 7783
199 59 8958
199 24 2838
199 175 3779
199 31 5564
199 162 7749
199 65 11
199 76 6878
199 9 70
199 89 2446
199 34 8196
199 167 2001
199 154 5786
200 108 9976
200 103 6851
200 145 2753
200 41 2622
200 187 6767
200 190 5999
200 16 2848
200 194 2915
200 5 4009
200 172 6888
200 39 4319
200 176 1709
200 60 3269
200 138 678
200 43 8943
200 98 2690
200 1 8021
200 104 7083
200 154 229
200 91 1988
200 67 475
200 76 4623
200 195 8114
200 37 7541
200 54 4899
